Story,No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Justification
35-Trump-Tariffs-Rattling-Meta,6.0,"She said two-thirds of Meta’s Chinese ad revenue came from advertisers “outside the top 10 spenders in that country in 2023.” Her point being: Even if Temu and Shein pulled back, many other Chinese advertisers were still buying Facebook and Instagram ads.",Named Person,Susan Li,Meta’s chief financial officer,
35-Trump-Tariffs-Rattling-Meta,7.0,"“Because their Chinese ad revenue is so evenly distributed, it’s actually worse for them now,” said Eric Seufert, an independent mobile advertising analyst who follows Meta. “They don’t just have to worry about Temu or Shein dropping off. They have to worry about everyone.”
",Named Person,Eric Seufert,an independent mobile advertising analyst,
36-Whats-Wrong-With-Apple,4.0,"“Apple needs to understand what happened because this is bigger than just rearranging the deck chairs,” said Michael Gartenberg, a technology analyst who previously worked as a product marketer at Apple. “If ever there’s been an example of over-promising and under-delivering, it’s Apple Intelligence.”",Named Person,Michael Gartenberg,Technology Analyst,who previously worked as a product marketer at Apple
36-Whats-Wrong-With-Apple,10.0,"After this article was published, Trudy Muller, an Apple spokeswoman, said the company had fulfilled Mr. Giannandrea’s budget request for GPUs over time rather than all at once. She said Mr. Maestri had never asked the team to make its chips more efficient.",Named Person,Trudy Muller,Apple spokeswoman,
36-Whats-Wrong-With-Apple,14.0,"“It’s clearly a breakdown of leadership and communication and internal processes,” said Benedict Evans, an independent analyst who previously worked as a venture capitalist at Andreessen Horowitz.
",Named Person,Benedict Evans,independent analyst,who previously worked as a venture capitalist at Andreessen Horowitz.
37-DogWalker,1.0,"""I'm mad about having to go round and round,"" said Melanie Roberts, Ruth Dalton's granddaughter. ""We are no better off than in September, the first time they got him to appear in court. I think the system is broken. I think he’s competent. I think he’s always been competent.""",Named Person,Melanie Roberts,,Ruth Dalton's granddaughter
37-DogWalker,2.0,Judge Averil Rothrock said that any order to forcibly give him mediation as part of treatment would have to be resolved at a later hearing.,Named Person,Averil Rothrock,King County Superior Court Judge,"At a hearing on Thursday, there was a brief discussion about whether Haynes would be ordered to take his medication while in custody."
37-DogWalker,3.0,"""If he chooses not to medicate himself, he is making a choice not to be competent and not to be compliant,” Roberts said. “Somebody in this court system needs to put their foot down and make him take his meds.""",Named Person,Melanie Roberts,,Ruth Dalton's granddaughter
37-DogWalker,9.0,"""He goes to Western, they medicate him, and he’s competent. He goes to jail, he refuses meds, and he’s not competent. I’m tired of the merry-go-round,"" said Roberts. ""The state is broken. They are all about comforting a criminal and to hell with the victim.”",Named Person,Melanie Roberts,,Ruth Dalton's granddaughter
38-UC-enrollment,2.0,"“University of California cannot afford to continue increasing enrollment with less funding, it just can’t,” said UC’s top academic officer, Katherine Newman, at an Assembly budget subcommittee hearing. “If the state cuts the university by 8%, we will be forced to decrease enrollment for the fall of 2026 admission cycle.” ",Named Person,Katherine Newman ,UC’s top academic officer,
38-UC-enrollment,3.0,"“So blowing up class sizes, reducing advising, limiting opportunities for our students: This is not a recipe for the continued success at the University of California, and we would not want to go in that direction,” Newman said. ",Named Person,Katherine Newman ,UC’s top academic officer,
38-UC-enrollment,7.0,"The chair of the Assembly’s budget subcommittee on education finance, David Alvarez, a Democrat from Chula Vista, asked UC senior officials how much the state could cut and still leave student academics largely unaffected, including graduation rates and other endeavors that “ensure that student access remains the same.”",Named Person,David Alvarez,The chair of the Assembly’s budget subcommittee on education finance & a Democrat from Chula Vista,
38-UC-enrollment,8.0,"For UC San Diego Chancellor Pradeep Khosla, the answer was about $30 million, much less than the roughly $73 million in state cuts the campus would absorb under the current plan.",Named Person,Pradeep Khosla,UC San Diego Chancellor,
38-UC-enrollment,9.0,"Systemwide, the UC’s 10 campuses could tolerate an ongoing cut of $125 million, said Seija Virtanen, a UC government relations official.",Named Person,Seija Virtanen, UC government relations official,
39-84pct-coral-reefs,3.0,"“We may never see the heat stress that causes bleaching dropping below the threshold that triggers a global event,” said Mark Eakin, corresponding secretary for the International Coral Reef Society and retired chief of the Coral Reef Watch program of the U.S. National Oceanic and Atmospheric Administration. “We’re looking at something that’s completely changing the face of our planet and the ability of our oceans to sustain lives and livelihoods,” Eakin said.",Named Person,Mark Eakin,corresponding secretary for the International Coral Reef Society and retired chief of the Coral Reef Watch program of the U.S. National Oceanic and Atmospheric Administration,
39-84pct-coral-reefs,5.0,"“The best way to protect coral reefs is to address the root cause of climate change. And that means reducing the human emissions that are mostly from burning of fossil fuels … everything else is looking more like a Band-Aid rather than a solution,” Eakin said.",Named Person,Mark Eakin,corresponding secretary for the International Coral Reef Society and retired chief of the Coral Reef Watch program of the U.S. National Oceanic and Atmospheric Administration,
39-84pct-coral-reefs,6.0,"“I think people really need to recognize what they’re doing … inaction is the kiss of death for coral reefs,” said Melanie McField, co-chair of the Caribbean Steering Committee for the Global Coral Reef Monitoring Network, a network of scientists that monitors reefs throughout the world.

",Named Person,Melanie McField,co-chair of the Caribbean Steering Committee for the Global Coral Reef Monitoring Network,"a network of scientists that monitors reefs throughout the world.
"
39-84pct-coral-reefs,7.0,"“We’ve got a government right now that is working very hard to destroy all of these ecosystems ... removing these protections is going to have devastating consequences,” Eakin said.",Named Person,Mark Eakin,corresponding secretary for the International Coral Reef Society and retired chief of the Coral Reef Watch program of the U.S. National Oceanic and Atmospheric Administration,
4-SFO-Labor-Day,1.0,"More than 930,000 travelers will funnel through SFO from Thursday through Tuesday, according to SFO spokesperson Doug Yakel.",Named Person,Doug Yakel,SFO spokesperson,
4-SFO-Labor-Day,2.0,"It’s also close to the number of travelers SFO saw in 2019, just months before the pandemic. This year’s prediction is 97% of what the airport handled five years ago, Yakel said by email.",Named Person,Doug Yakel,SFO spokesperson,
4-SFO-Labor-Day,3.0,"To make it on time, holiday travelers should arrive at the airport two hours before domestic flights and three hours before international ones, Yakel said.",Named Person,Doug Yakel,SFO spokesperson,
4-SFO-Labor-Day,6.0,"Yakel said SFO has not been advised of staffing woes for Thursday, which was expected to be the busiest day of travel at the airport.",Named Person,Doug Yakel,SFO spokesperson,
4-SFO-Labor-Day,7.0,"“I have TSA Pre, so that should make it a little easier,” said Bay Area resident Katelin Tharp, who on Thursday was booted from an overbooked flight to Boston, where she’s beginning her fifth year at Northeastern University. She was ready to try again later. “So, I’ll be hanging out for a little bit.”
",Named Person,Katelin Tharp,,who on Thursday was booted from an overbooked flight to Boston
4-SFO-Labor-Day,8.0,"“We’re sad since we just said goodbye to our one friend, and we don’t know if we’re ever going to see her again,” Ellie Mitchell, of the United Kingdom, told The Standard.
",Named Person,Ellie Mitchell,,"They had zigzagged across the country by plane — highlights included stops in Florida, Nashville, and Lake Tahoe — after working together at a New York summer camp. "
4-SFO-Labor-Day,9.0,"Parking at airport garages will be in short supply this weekend, so travelers who want to leave cars at SFO should reserve spaces online as soon as possible, Yakel said.",Named Person,Doug Yakel,SFO spokesperson,
40-SeattleProtest,2.0,"""We think it is shameful that they would be punished in an emergency suspension without due process,"" said James Lopez, who identified himself as an organizer of the rally. “I think it is sad that we are focusing on millions of dollars in damage to one building here and not the billions of dollars of damage and the hundreds of thousands of lives lost in Gaza.",Named Person,James Lopez,Organizer of the rally,
40-SeattleProtest,6.0,"The University will not be intimidated by this sort of horrific and destructive behavior and will not engage in dialogue with any group using or condoning such destructive tactics,"" Cauce said in a statement. ""We are working with law enforcement and through our disciplinary processes to ensure those responsible face appropriate consequences for their actions. And we will continue to stand strong against violent and illegal activities that create a hostile environment for any members of our community",Named Person,Ana Marie Cauce,University President,"University President Ana Marie Cauce quickly condemned the protest,"
40-SeattleProtest,8.0,"""The UW is an open, public campus that must uphold the freedom of speech and expression enshrined in the U.S. Constitution,"" UW spokesperson Victor Balta said in an email.",Named Person,Victor Balta,UW Spokesperson,
40-SeattleProtest,9.0,"“We hope that by being here Jewish students feel safe, confident, and comfortable to be Jewish,"" Rabbi Mendel Weingarten said.",Named Person,Mendal Weingarten,"Rabbi, Chabad UW","During Thursday's rally on campus, Chabad UW set up a tent in Red Square."
41-Christians-K12,2.0,"“I shared it ultimately with the president of the [Fresno Christian] board,” J. Mason, Jeremiah’s father, told yourcentralvalley.com, a local news outlet. “He told me, ‘Hey, yeah, we’re going to do something about this.’ But I waited for 11 days and didn’t receive any information. I didn’t hear anything.”",Named Person,J. Mason ,,Jeremiah’s father
41-Christians-K12,3.0,“I think it’s literally anti-Christian” J. Mason told the local NBC affiliate last week. “You’re setting the team back” because people see how Christians treat a Black student — “your own people at your own school.”,Named Person,J. Mason ,,Jeremiah’s father
41-Christians-K12,8.0,"J. Mason said he asked to be reimbursed for the tuition he paid, given that Jeremiah did not feel safe or welcome on campus.",Named Person,J. Mason ,,Jeremiah’s father
41-Christians-K12,9.0,"Jeremiah has since graduated and J. Mason said he just wants the school to be safe for incoming Black Christian students. But if it won’t take what happened to Jeremiah seriously, it’s a sign the school refuses “to listen to the Holy Spirit,” he said.",Named Person,J. Mason ,,Jeremiah’s father
42-Uber-Lyft-CA,3.0,"“Voters approved Prop 22 and the courts upheld the law, yet special interest groups are repeatedly trying to undermine our rights as drivers,” said Al Porche, a San Diego rideshare driver quoted in a Protect App-Based Drivers & Services (PADS) Coalition press release shared with California Black Media (CBM) after the Senate committee approved the bill.
",Named Person,Al Porche,,a San Diego rideshare driver quoted in a Protect App-Based Drivers & Services (PADS) Coalition press release shared with California Black Media (CBM) after the Senate committee approved the bill.
42-Uber-Lyft-CA,4.0," “This bill is bad for drivers, bad for consumers and will threaten the personal information and privacy of millions of rideshare drivers like me,” Porche said. “The legislature should reject this policy.”
",Named Person,Al Porche,,a San Diego rideshare driver quoted in a Protect App-Based Drivers & Services (PADS) Coalition press release shared with California Black Media (CBM) after the Senate committee approved the bill.
42-Uber-Lyft-CA,5.0,"“AB 1340 will directly impact millions of app-based drivers and California consumers,” said Julian Canete, President & CEO of the California Hispanic Chambers of Commerce. “The result will be higher prices and fewer rideshare availability, which is bad for drivers, bad for consumers and bad for businesses.” ",Named Person,Julian Canete,President & CEO of the California Hispanic Chambers of Commerce,
42-Uber-Lyft-CA,10.0,"AB 1340 author, Assemblymember Buffy Wicks (D-Oakland) stated: “Millions of Californians depend on gig rideshare drivers to keep them moving, yet gig rideshare drivers have no seat at the table when decisions about their livelihoods are made. All workers deserve a fair shot in shaping their future with a voice on the job and the ability to bargain for better working conditions.”",Named Person,Buffy Wicks ,Assemblymember (D-Oakland),AB 1340 author
42-Uber-Lyft-CA,11.0,"John Mejia, a gig rideshare driver from the Bay Area believes working for gig companies has been full of broken promises – including the assurances Uber and Lyft made to voters when they claimed they would increase wages and benefits for drivers.",Named Person,John Mejia,,a gig rideshare driver from the Bay Area
42-Uber-Lyft-CA,12.0,"“The reality is that the costs of gas and insurance have soared, while drivers are seeing a shrinking share of fares,” said Mejia, testifying before the Senate Labor, Public Employment and Retirement Committee during a June 18 hearing at the State Capitol in Sacramento.",Named Person,John Mejia,,"testifying before the Senate Labor, Public Employment and Retirement Committee during a June 18 hearing at the State Capitol in Sacramento."
42-Uber-Lyft-CA,13.0,"“The ‘flexibility’ of gig work is a trap if you just have to work more and more hours to make up for shrinking wages,” Mejia told members of the committee. “The only way for drivers to address these challenges and earn a fair share of rideshare companies’ record-breaking profits is through a union.”
",Named Person,John Mejia,,a gig rideshare driver from the Bay Area
43-Chicago-immigration,1.0,"Jennifer Peyton, a former assistant chief immigration judge in Chicago, said she has watched more than 100 judicial colleagues be abruptly terminated, transferred or resign this year.",Named Person,Jennifer Peyton,former assistant chief immigration judge,Peyton and Carla Espinoza are among a group of dozens of judges who have been terminated without explanation since President Donald Trump took office in January.
43-Chicago-immigration,2.0,Both women spoke out Monday about what they called a lack of transparency and due process — adding they’re concerned about a staggering 3.5 million backlog in immigration cases.,Named Person,Jennifer Peyton and Carla Espinoza,judges ,Peyton and Carla Espinoza are among a group of dozens of judges who have been terminated without explanation since President Donald Trump took office in January.
43-Chicago-immigration,3.0,"“Since January 2025, immigration courts… are no longer honoring or offering due process like it did when I was appointed in September 2016. The court system has been systematically and intentionally destroyed, defunded and politicized by this administration,” Peyton said at a Chicago press conference alongside Sen. Dick Durbin. “I don’t know why this has happened, but I fear for our country and for justice.”",Named Person,Jennifer Peyton,former assistant chief immigration judge,Both women spoke out Monday about what they called a lack of transparency and due process — adding they’re concerned about a staggering 3.5 million backlog in immigration cases.
43-Chicago-immigration,4.0,Peyton is still unsure why she was terminated. She said she wakes up at night wondering why.,Named Person,Jennifer Peyton,former assistant chief immigration judge,Peyton and Carla Espinoza are among a group of dozens of judges who have been terminated without explanation since President Donald Trump took office in January.
43-Chicago-immigration,6.0,Durbin called it an “abuse of power by the administration to punish a non-political judge simply for doing her job.”,Named Person,Dick Durbin ,Sen.,"Peyton was fired on July 3 via email, about two weeks after Durbin met with her at a Chicago immigration court. "
43-Chicago-immigration,7.0,"Durbin questioned why Trump is terminating judges at a time when there are millions of cases, including those awaiting final judgment — cases the president said he wanted to see resolved expeditiously on the campaign trail.",Named Person,Dick Durbin ,Sen.,"Peyton was fired on July 3 via email, about two weeks after Durbin met with her at a Chicago immigration court. "
43-Chicago-immigration,8.0,"“What is going on in one of the busiest courts in the nation? They’re terminating career immigration judges, not political appointments,” Durbin said. ""...It raises a serious question on whether or not this court system is going to be guided by due process or politics.”",Named Person,Dick Durbin ,Sen.,"Peyton was fired on July 3 via email, about two weeks after Durbin met with her at a Chicago immigration court. "
43-Chicago-immigration,9.0,She said she has seen many judges who provided pro bono services for nonprofits be terminated. ,Named Person,Jennifer Peyton,former assistant chief immigration judge,Peyton worked on a pro-bono steering committee and led a law school working group that helped promote pro bono assistance within immigration courts. 
43-Chicago-immigration,10.0,"Espinoza, who was sworn in as a judge in 2023, said at least 20 other judges who stood alongside her during that ceremony have been terminated. ",Named Person,Carla Espinoza,immigration judge,"Espinoza was fired on July 11 by email while sitting on the bench, with no reason given."
43-Chicago-immigration,12.0,"“While there is no state of reason for our terminations, we have seen that women and minorities have been disproportionately affected. For example, those judges who were sworn alongside me, we have seen a pattern that all of those with a Hispanic last name, such as myself, have been terminated. All of those with a Middle Eastern last name have been terminated... All of those who are LGBT have been terminated,” Espinoza said. “We also see the pattern that all of those who provided pro bono services for not-for-profits have been terminated. This clearly raises serious concerns about transparency, fairness and due process in our courts.”",Named Person,Carla Espinoza,immigration judge,"Espinoza was fired on July 11 by email while sitting on the bench, with no reason given."
43-Chicago-immigration,13.0,She said she has seen judges who handled “high-profile cases” be fired.,Named Person,Carla Espinoza,immigration judge,Espinoza in June ruled that a Mexican immigrant who was falsely accused of threatening to assassinate Trump could be released from a Wisconsin prison on bond. 
43-Chicago-immigration,14.0,"“I am waiting for a response,” Espinoza said.",Named Person,Carla Espinoza,immigration judge,"Espinoza has asked for a reason for her termination and specifically whether her gender, sex or heritage played a role."
5-Humboldt-SF-homeless-bus,9.0,"Paul Boden, a homeless advocate with the Western Regional Advocacy Project, said the strategy of busing unhoused people out of town dates back to the 1960s, when welfare agencies offered bus tickets to previously institutionalized people in exchange for a signed pledge not to return for a year — a process that was known as “Greyhound therapy.”",Named Person,Paul Boden,"homeless advocate, Western Regional Advocacy Project",
5-Humboldt-SF-homeless-bus,10.0,"“The aim isn’t to achieve a goal. It’s to get you out of our town, and it’s cheaper than arresting you,”",Named Person,Paul Boden,"homeless advocate, Western Regional Advocacy Project",
5-Humboldt-SF-homeless-bus,11.0,“The No. 1 answer to homelessness is to make them disappear. Then mayors write letters back and forth: ‘Stop sending your people here.’ Then it turns out they’re sending their people here. It shows the ridiculousness of us not trying to address why people are on the streets.”,Named Person,Paul Boden,"homeless advocate, Western Regional Advocacy Project",
5-Humboldt-SF-homeless-bus,12.0,"“Our TAP program works really well, and hopefully San Francisco can go back to more — not just dumping — but assisting and actually helping people get help,” Humboldt Supervisor Rex Bohn said at Tuesday’s board meeting. 
",Named Person,Rex Bohn,Humboldt Supervisor,said at Tuesday’s board meeting. 
6-OUSD-basic-job,3.0,"“This mistake has caused families stress, anxiety and panic, further limiting our community’s trust in this district,” said Max Simmons, one of OUSD’s student directors.",Named Person,Max Simmons,OUSD Student Director,
6-OUSD-basic-job,4.0,"“How can our schools be a safe place and support students in our district if we can’t even keep our water clean? When I hear that something as major as lead contamination reports getting lost in the system or not being communicated to the appropriate school or staff, it is absolutely horrifying and heartbreaking.”",Named Person,Max Simmons,OUSD’s student directors,
6-OUSD-basic-job,6.0,"As soon as OUSD staff learned about the test results in August, they closed access to the impacted water sources, Johnson-Trammell said. ",Named Person,Kyla Johnson-Trammell,Superintendent,
6-OUSD-basic-job,7.0,"“I sincerely apologize for the stress and concern this has caused our school sites, students and families. We understand the gravity of this situation and we are fully committed to taking immediate, transparent and corrective action,” she said.",Named Person,Kyla Johnson-Trammell,Superintendent,
6-OUSD-basic-job,10.0,"“There is so much trust rebuilding that has to be done for our community. We have failed. And when I say ‘we’ I mean OUSD has failed at its most basic job of not poisoning our students,” said Stuart Loebl, a sixth-grade science teacher at Frick.",Named Person,Stuart Loebl,"Sixth-grade science teacher, Frick United Academy of Language",
6-OUSD-basic-job,11.0,"“To start, we need an independent audit. It is not enough for Oakland Unified School District to do an internal investigation because we need to know what has happened.”
",Named Person,Stuart Loebl,"Sixth-grade science teacher, Frick United Academy of Language",
6-OUSD-basic-job,15.0,"“Why didn’t you do your job? You knew months ago that the water was contaminated. You didn’t act, and you let those kids come back to school and drink poisoned water,” said Marina Muñoz, a parent at Madison Park Academy and an organizer with Communities for a Better Environment. ""Now who is going to cover our medical bills? I demand you test all the kids in the district. I want to find out which kids are sick with lead poisoning!”",Named Person,Marina Muñoz,"Marina Muñoz, organizer, Communities for a Better Environment. ",parent at Madison Park Academy and an organizer with Communities for a Better Environment. 
6-OUSD-basic-job,20.0,"More of the FloWater stations are being delivered to schools this week, and schools will be prioritized based on the percentage of fountains that are out of service and the number of students that attend the school, Thomas said. ",Named Person,Preston Thomas,chief systems and services officer ,
6-OUSD-basic-job,21.0,"In 2017, when OUSD was considering its clean drinking water policy, the cost to upgrade all the pipes would have been $38 million, Thomas said. Today, that number could be $50 or $60 million. OUSD’s deferred maintenance budget, which is supposed to be for facilities repairs, has $3 million in it.
",Named Person,Preston Thomas,chief systems and services officer ,
6-OUSD-basic-job,22.0,"Director Valarie Bachelor, the chair of OUSD’s facilities committee, said lead abatement will continue to be a topic at every facilities meeting until the issue is resolved. ",Named Person," Valarie Bachelor,",Director,chair of OUSD’s facilities committee
6-OUSD-basic-job,23.0,"“This is not new to Oakland, but it is something that we need to tackle as an entire city, and we need to have community partners, philanthropic partners, as well as our county and state folks to support us in dealing with this issue,” she said",Named Person," Valarie Bachelor,",Director,chair of OUSD’s facilities committee
6-OUSD-basic-job,24.0,"As we talk about budget adjustments and what we need to be funding … I will be pushing to make sure that we have a robust deferred maintenance budget so that we don’t have these issues, and so that we can tackle these issues as they happen, versus when tragedies like this occur.”",Named Person," Valarie Bachelor,",Director,chair of OUSD’s facilities committee
7-District7-Candidate-Sues,1.0,"According to a post by Love on Instagram earlier this hour, the judge did not rule in Love’s favor. As a result, Love said that she would not be running for the District 7 seat.  ",Named Person,Tonya Love,current chief of staff for Councilmember Carroll Fife,"prospective District 7 councilmember
"
7-District7-Candidate-Sues,2.0,"“While we are disappointed by the court’s decision not to place us on the ballot in November, I remain undeterred in my commitment to serving Oakland and our communities,” she wrote. “My dedication to our city does not begin nor end with a campaign. There are many ways to effect change and ensure our voices are heard. I will continue to work alongside each of you, advocating for public health, safety, and equitable development in Oakland.”
",Named Person,Tonya Love,current chief of staff for Councilmember Carroll Fife,"prospective District 7 councilmember
"
7-District7-Candidate-Sues,10.0,"After hearing both sides this morning in county court, Alameda County Superior Court Judge Michael Markman said he would issue his ruling by 3 p.m. today. 

",Named Person,Michael Markman ,Alameda County Superior Court Judge,
7-District7-Candidate-Sues,11.0,"Judge Markman said that it appeared that the county registrar, Tim Dupuis, didn’t do “anything wrong” in this instance.

",Named Person,Michael Markman ,Alameda County Superior Court Judge,
7-District7-Candidate-Sues,12.0,"My understanding is that there are other candidates for this particular district city council who would’ve liked the opportunity to have more time to gather and submit signatures, and the process needs to be uniform, In its implementation, it looks like the ROV attempted to do that here.",Named Person,Michael Markman ,Alameda County Superior Court Judge,
7-District7-Candidate-Sues,13.0,"The judge also noted that he was wary of approving the request lest it turn the courts into “a clearing house for attempting to verify signatures.”

",Named Person,Michael Markman ,Alameda County Superior Court Judge,
7-District7-Candidate-Sues,14.0,"“There are only three in this one,” he said, “but I can imagine scenarios where it could be 23 in future cases.”

",Named Person,Michael Markman ,Alameda County Superior Court Judge,
7-District7-Candidate-Sues,19.0,Love told her followers her team had written a petition to validate her application to run for the district seat. She thanked the Oakland City Clerk and the city attorney for helping her through the process. ,Named Person,Tonya Love,current chief of staff for Councilmember Carroll Fife,prospective District 7 councilmember
7-District7-Candidate-Sues,20.0,"We are moving forward because our campaign is committed to fighting for equity and social justice for our community in District 7, We believe that every resident deserves to be represented and have access to the resources and opportunities to thrive.",Named Person,Tonya Love,current chief of staff for Councilmember Carroll Fife,prospective District 7 councilmember
8-primary-recount-complete,2.0,"This recount reaffirmed what we already knew from the June 18th primary. It really is amazing what we can achieve when we work as a team. It is an honor to be the VA 05 Republican nominee. I want to thank God and extend my sincere thanks to my family, to everyone who helped out on this campaign, to the people who endorsed and supported me, and to Donald J. Trump. Folks in the 5th District can rest assured that should they elect me in November, they will have an effective fighter in Congress who will get the job done. I look forward to working with Trump to defeat Kamala Harris and to helping elect Hung Cao in November. Now is the time to set our differences aside and unite as a party. Together we will Make America Great Again!",Named Person,John McGuire,"State Senator, (R-Goochland)",declared his victory in a recent statement
8-primary-recount-complete,3.0,"We have secure and fair elections in Virginia, and Virginians can have confidence in the final results of this race,",Named Person,Glenn Youngkin,Governor,
8-primary-recount-complete,4.0,"I want to thank Congressman Good for his years of service to the people of Virginia’s 5th District, and once again congratulate John McGuire on his victory...John will make an excellent Congressman!",Named Person,Glenn Youngkin,Governor,
8-primary-recount-complete,5.0,"I want to thank the more than 31,000 voters of the 5th District who voted for me in the June 18 primary, and the thousands who volunteered, contributed, prayed, and supported my re-election campaign. While I am disappointed in the ultimate outcome, it has been my distinct honor to serve as the congressional representative for Virginia’s 5th District over the past 3.5 years.",Named Person,Bob Good ,"Representative, (R-Farmville)",Chair for the House Freedom Caucus
9-steph-curry-gold,1.0,"“Everything happens for a reason and the journey gives you all type of different experiences along the way,” the 36-year-old Curry said Wednesday before hosting a charity golf tournament benefiting the couple’s Eat.Learn.Play. Foundation devoted to Oakland schools. ",Named Person,Stephen Curry,,said Wednesday before hosting a charity golf tournament benefiting the couple’s Eat.Learn.Play. Foundation devoted to Oakland schools. 
9-steph-curry-gold,2.0,"“But this summer’s been amazing, just coming off a tough NBA year to experience what we did and get a win in the Olympics and some of the things I look forward to every year especially around our foundation and the work that we’re doing here in Oakland. ... It puts everything into perspective of what basketball has done for me and the doors that it’s opened and trying to take full advantage of it.”
",Named Person,Stephen Curry,,said Wednesday before hosting a charity golf tournament benefiting the couple’s Eat.Learn.Play. Foundation devoted to Oakland schools. 
9-steph-curry-gold,3.0,"A kids’ size golf club in hand, Curry lined up to hit his shot on an upward slope toward the green while reminding elementary-school students LeAni Wade and Terrell Covington about the importance of keeping their eyes on the plastic neon yellow ball to make solid contact.",Named Person,Stephen Curry,,
9-steph-curry-gold,4.0,"And, the superstar instructed, no reason to be concerned about taking a chunk out of the grass in the process.",Named Person,Stephen Curry,,
9-steph-curry-gold,5.0,"“It’s the same way I appreciate all the things I get to do on and off the court where it’s all connected,” Curry said. “Me having fun going and winning a gold medal raised the platform to then be able to talk about stuff that matters even more. Being able to share those experiences with my family, the (foundation) team, they know especially while they were working tirelessly every day to make sure a day like today is executed and make sure our plan is locked in, I’m representing everybody out there on the court doing what I do.”
",Named Person,Stephen Curry,,
9-steph-curry-gold,6.0,"Five years into their foundation work, the Currys announced Thursday a commitment to raise and invest $25 million over the next five years devoted to literacy programs that will provide one-on-one tutoring for children who are at least two grade levels behind in reading.",Named Person,Stephen Curry,,"
"
9-steph-curry-gold,6.0,"Five years into their foundation work, the Currys announced Thursday a commitment to raise and invest $25 million over the next five years devoted to literacy programs that will provide one-on-one tutoring for children who are at least two grade levels behind in reading.",Named Person,Ayesha Curry,,"
"
9-steph-curry-gold,7.0,"“What’s interesting is it’s never been a one and done and we’ve always slow rolled things out because we love to build a model that kind of proves itself and can stand on its own,” Ayesha Curry said, acknowledging she observes her own children’s learning styles and how much she wants to support those without the same resources.
",Named Person,Ayesha Curry,,acknowledging she observes her own children’s learning styles and how much she wants to support those without the same resources.
9-steph-curry-gold,8.0,"Wade, an 8-year-old in third grade, said she would remember this day golfing with Curry “for 15 years,” and that her favorite part of the visit was “everything.”

",Named Person,LeAni Wade ,,elementary-school student
9-steph-curry-gold,9.0,"“Working on it,” Curry said with a smile regarding the trademark before heading off to his golf cart.
",Named Person,Stephen Curry,,"He is in the process of trademarking the use of “nuit, nuit” for entertainment purposes — the French words for his signature “night, night” catchphrase that goes along with him putting two hands together along his cheek in an act of saying goodnight when a victory is sealed.
"
